material,thickness_mm,random_seed,sample_id,split
Albite,20.0,202,66,validation
Albite,20.0,202,67,validation
Albite,20.0,202,68,validation
Albite,20.0,202,69,validation
Albite,20.0,202,70,validation
Albite,20.0,202,71,validation
Albite,20.0,202,72,validation
Albite,20.0,202,73,validation
Albite,20.0,202,74,validation
Albite,20.0,202,75,validation
Albite,20.0,202,76,validation
Albite,20.0,202,77,validation
Albite,20.0,202,78,validation
Albite,20.0,202,79,validation
Albite,20.0,202,80,validation
Albite,20.0,202,81,validation
Albite,20.0,202,82,validation
Albite,20.0,202,83,validation
Albite,20.0,202,84,validation
Albite,20.0,202,85,validation
Albite,20.0,202,86,validation
Albite,20.0,202,87,validation
Albite,20.0,202,88,validation
Albite,20.0,202,89,validation
Albite,20.0,202,90,validation
Albite,20.0,202,91,validation
Albite,20.0,202,92,validation
Albite,20.0,202,93,validation
Albite,20.0,202,94,validation
Albite,20.0,202,95,validation
Albite,20.0,202,96,validation
Albite,20.0,202,97,validation
Albite,20.0,202,98,validation
Albite,20.0,202,99,validation
Albite,20.0,303,0,test
Albite,20.0,303,1,test
Albite,20.0,303,2,test
Albite,20.0,303,3,test
Albite,20.0,303,4,test
Albite,20.0,303,5,test
Albite,20.0,303,6,test
Albite,20.0,303,7,test
Albite,20.0,303,8,test
Albite,20.0,303,9,test
Albite,20.0,303,10,test
Albite,20.0,303,11,test
Albite,20.0,303,12,test
Albite,20.0,303,13,test
Albite,20.0,303,14,test
Albite,20.0,303,15,test
Albite,20.0,303,16,test
Albite,20.0,303,17,test
Albite,20.0,303,18,test
Albite,20.0,303,19,test
Albite,20.0,303,20,test
Albite,20.0,303,21,test
Albite,20.0,303,22,test
Albite,20.0,303,23,test
Albite,20.0,303,24,test
Albite,20.0,303,25,test
Albite,20.0,303,26,test
Albite,20.0,303,27,test
Albite,20.0,303,28,test
Albite,20.0,303,29,test
Albite,20.0,303,30,test
Albite,20.0,303,31,test
Albite,20.0,303,32,test
Albite,20.0,303,33,test
Albite,20.0,303,34,test
Albite,20.0,303,35,test
Albite,20.0,303,36,test
Albite,20.0,303,37,test
Albite,20.0,303,38,test
Albite,20.0,303,39,test
Albite,20.0,303,40,test
Albite,20.0,303,41,test
Albite,20.0,303,42,test
Albite,20.0,303,43,test
Albite,20.0,303,44,test
Albite,20.0,303,45,test
Albite,20.0,303,46,test
Albite,20.0,303,47,test
Albite,20.0,303,48,test
Albite,20.0,303,49,test
Albite,20.0,303,50,test
Albite,20.0,303,51,test
Albite,20.0,303,52,test
Albite,20.0,303,53,test
Albite,20.0,303,54,test
Albite,20.0,303,55,test
Albite,20.0,303,56,test
Albite,20.0,303,57,test
Albite,20.0,303,58,test
Albite,20.0,303,59,test
Albite,20.0,303,60,test
Albite,20.0,303,61,test
Albite,20.0,303,62,test
Albite,20.0,303,63,test
Albite,20.0,303,64,test
Albite,20.0,303,65,test
Albite,20.0,303,66,test
Albite,20.0,303,67,test
Albite,20.0,303,68,test
Albite,20.0,303,69,test
Albite,20.0,303,70,test
Albite,20.0,303,71,test
Albite,20.0,303,72,test
Albite,20.0,303,73,test
Albite,20.0,303,74,test
Albite,20.0,303,75,test
Albite,20.0,303,76,test
Albite,20.0,303,77,test
Albite,20.0,303,78,test
Albite,20.0,303,79,test
Albite,20.0,303,80,test
Albite,20.0,303,81,test
Albite,20.0,303,82,test
Albite,20.0,303,83,test
Albite,20.0,303,84,test
Albite,20.0,303,85,test
Albite,20.0,303,86,test
Albite,20.0,303,87,test
Albite,20.0,303,88,test
Albite,20.0,303,89,test
Albite,20.0,303,90,test
Albite,20.0,303,91,test
Albite,20.0,303,92,test
Albite,20.0,303,93,test
Albite,20.0,303,94,test
Albite,20.0,303,95,test
Albite,20.0,303,96,test
Albite,20.0,303,97,test
Albite,20.0,303,98,test
Albite,20.0,303,99,test
Albite,5.0,101,0,train
Albite,5.0,101,1,train
Albite,5.0,101,2,train
Albite,5.0,101,3,train
Albite,5.0,101,4,train
Albite,5.0,101,5,train
Albite,5.0,101,6,train
Albite,5.0,101,7,train
Albite,5.0,101,8,train
Albite,5.0,101,9,train
Albite,5.0,101,10,train
Albite,5.0,101,11,train
Albite,5.0,101,12,train
Albite,5.0,101,13,train
Albite,5.0,101,14,train
Albite,5.0,101,15,train
Albite,5.0,101,16,train
Albite,5.0,101,17,train
Albite,5.0,101,18,train
Albite,5.0,101,19,train
Albite,5.0,101,20,train
Albite,5.0,101,21,train
Albite,5.0,101,22,train
Albite,5.0,101,23,train
Albite,5.0,101,24,train
Albite,5.0,101,25,train
Albite,5.0,101,26,train
Albite,5.0,101,27,train
Albite,5.0,101,28,train
Albite,5.0,101,29,train
Albite,5.0,101,30,train
Albite,5.0,101,31,train
Albite,5.0,101,32,train
Albite,5.0,101,33,train
Albite,5.0,101,34,train
Albite,5.0,101,35,train
Albite,5.0,101,36,train
Albite,5.0,101,37,train
Albite,5.0,101,38,train
Albite,5.0,101,39,train
Albite,5.0,101,40,train
Albite,5.0,101,41,train
Albite,5.0,101,42,train
Albite,5.0,101,43,train
Albite,5.0,101,44,train
Albite,5.0,101,45,train
Albite,5.0,101,46,train
Albite,5.0,101,47,train
Albite,5.0,101,48,train
Albite,5.0,101,49,train
Albite,5.0,101,50,train
Albite,5.0,101,51,train
Albite,5.0,101,52,train
Albite,5.0,101,53,train
Albite,5.0,101,54,train
Albite,5.0,101,55,train
Albite,5.0,101,56,train
Albite,5.0,101,57,train
Albite,5.0,101,58,train
Albite,5.0,101,59,train
Albite,5.0,101,60,train
Albite,5.0,101,61,train
Albite,5.0,101,62,train
Albite,5.0,101,63,train
Albite,5.0,101,64,train
Albite,5.0,101,65,train
Albite,5.0,101,66,train
Albite,5.0,101,67,train
Albite,5.0,101,68,train
Albite,5.0,101,69,train
Albite,5.0,101,70,train
Albite,5.0,101,71,train
Albite,5.0,101,72,train
Albite,5.0,101,73,train
Albite,5.0,101,74,train
Albite,5.0,101,75,train
Albite,5.0,101,76,train
Albite,5.0,101,77,train
Albite,5.0,101,78,train
Albite,5.0,101,79,train
Albite,5.0,101,80,train
Albite,5.0,101,81,train
Albite,5.0,101,82,train
Albite,5.0,101,83,train
Albite,5.0,101,84,train
Albite,5.0,101,85,train
Albite,5.0,101,86,train
Albite,5.0,101,87,train
Albite,5.0,101,88,train
Albite,5.0,101,89,train
Albite,5.0,101,90,train
Albite,5.0,101,91,train
Albite,5.0,101,92,train
Albite,5.0,101,93,train
Albite,5.0,101,94,train
Albite,5.0,101,95,train
Albite,5.0,101,96,train
Albite,5.0,101,97,train
Albite,5.0,101,98,train
Albite,5.0,101,99,train
Albite,5.0,202,0,validation
Albite,5.0,202,1,validation
Albite,5.0,202,2,validation
Albite,5.0,202,3,validation
Albite,5.0,202,4,validation
Albite,5.0,202,5,validation
Albite,5.0,202,6,validation
Albite,5.0,202,7,validation
Albite,5.0,202,8,validation
Albite,5.0,202,9,validation
Albite,5.0,202,10,validation
Albite,5.0,202,11,validation
Albite,5.0,202,12,validation
Albite,5.0,202,13,validation
Albite,5.0,202,14,validation
Albite,5.0,202,15,validation
Albite,5.0,202,16,validation
Albite,5.0,202,17,validation
Albite,5.0,202,18,validation
Albite,5.0,202,19,validation
Albite,5.0,202,20,validation
Albite,5.0,202,21,validation
Albite,5.0,202,22,validation
Albite,5.0,202,23,validation
Albite,5.0,202,24,validation
Albite,5.0,202,25,validation
Albite,5.0,202,26,validation
Albite,5.0,202,27,validation
Albite,5.0,202,28,validation
Albite,5.0,202,29,validation
Albite,5.0,202,30,validation
Albite,5.0,202,31,validation
Albite,5.0,202,32,validation
Albite,5.0,202,33,validation
Albite,5.0,202,34,validation
Albite,5.0,202,35,validation
Albite,5.0,202,36,validation
Albite,5.0,202,37,validation
Albite,5.0,202,38,validation
Albite,5.0,202,39,validation
Albite,5.0,202,40,validation
Albite,5.0,202,41,validation
Albite,5.0,202,42,validation
Albite,5.0,202,43,validation
Albite,5.0,202,44,validation
Albite,5.0,202,45,validation
Albite,5.0,202,46,validation
Albite,5.0,202,47,validation
Albite,5.0,202,48,validation
Albite,5.0,202,49,validation
Albite,5.0,202,50,validation
Albite,5.0,202,51,validation
Albite,5.0,202,52,validation
Albite,5.0,202,53,validation
Albite,5.0,202,54,validation
Albite,5.0,202,55,validation
Albite,5.0,202,56,validation
Albite,5.0,202,57,validation
Albite,5.0,202,58,validation
Albite,5.0,202,59,validation
Albite,5.0,202,60,validation
Albite,5.0,202,61,validation
Albite,5.0,202,62,validation
Albite,5.0,202,63,validation
Albite,5.0,202,64,validation
Albite,5.0,202,65,validation
Albite,5.0,202,66,validation
Albite,5.0,202,67,validation
Albite,5.0,202,68,validation
Albite,5.0,202,69,validation
Albite,5.0,202,70,validation
Albite,5.0,202,71,validation
Albite,5.0,202,72,validation
Albite,5.0,202,73,validation
Albite,5.0,202,74,validation
Albite,5.0,202,75,validation
Albite,5.0,202,76,validation
Albite,5.0,202,77,validation
Albite,5.0,202,78,validation
Albite,5.0,202,79,validation
Albite,5.0,202,80,validation
Albite,5.0,202,81,validation
Albite,5.0,202,82,validation
Albite,5.0,202,83,validation
Albite,5.0,202,84,validation
Albite,5.0,202,85,validation
Albite,5.0,202,86,validation
Albite,5.0,202,87,validation
Albite,5.0,202,88,validation
Albite,5.0,202,89,validation
Albite,5.0,202,90,validation
Albite,5.0,202,91,validation
Albite,5.0,202,92,validation
Albite,5.0,202,93,validation
Albite,5.0,202,94,validation
Albite,5.0,202,95,validation
Albite,5.0,202,96,validation
Albite,5.0,202,97,validation
Albite,5.0,202,98,validation
Albite,5.0,202,99,validation
Albite,5.0,303,0,test
Albite,5.0,303,1,test
Albite,5.0,303,2,test
Albite,5.0,303,3,test
Albite,5.0,303,4,test
Albite,5.0,303,5,test
Albite,5.0,303,6,test
Albite,5.0,303,7,test
Albite,5.0,303,8,test
Albite,5.0,303,9,test
Albite,5.0,303,10,test
Albite,5.0,303,11,test
Albite,5.0,303,12,test
Albite,5.0,303,13,test
Albite,5.0,303,14,test
Albite,5.0,303,15,test
Albite,5.0,303,16,test
Albite,5.0,303,17,test
Albite,5.0,303,18,test
Albite,5.0,303,19,test
Albite,5.0,303,20,test
Albite,5.0,303,21,test
Albite,5.0,303,22,test
Albite,5.0,303,23,test
Albite,5.0,303,24,test
Albite,5.0,303,25,test
Albite,5.0,303,26,test
Albite,5.0,303,27,test
Albite,5.0,303,28,test
Albite,5.0,303,29,test
Albite,5.0,303,30,test
Albite,5.0,303,31,test
Albite,5.0,303,32,test
Albite,5.0,303,33,test
Albite,5.0,303,34,test
Albite,5.0,303,35,test
Albite,5.0,303,36,test
Albite,5.0,303,37,test
Albite,5.0,303,38,test
Albite,5.0,303,39,test
Albite,5.0,303,40,test
Albite,5.0,303,41,test
Albite,5.0,303,42,test
Albite,5.0,303,43,test
Albite,5.0,303,44,test
Albite,5.0,303,45,test
Albite,5.0,303,46,test
Albite,5.0,303,47,test
Albite,5.0,303,48,test
Albite,5.0,303,49,test
Albite,5.0,303,50,test
Albite,5.0,303,51,test
Albite,5.0,303,52,test
Albite,5.0,303,53,test
Albite,5.0,303,54,test
Albite,5.0,303,55,test
Albite,5.0,303,56,test
Albite,5.0,303,57,test
Albite,5.0,303,58,test
Albite,5.0,303,59,test
Albite,5.0,303,60,test
Albite,5.0,303,61,test
Albite,5.0,303,62,test
Albite,5.0,303,63,test
Albite,5.0,303,64,test
Albite,5.0,303,65,test
Albite,5.0,303,66,test
Albite,5.0,303,67,test
Albite,5.0,303,68,test
Albite,5.0,303,69,test
Albite,5.0,303,70,test
Albite,5.0,303,71,test
Albite,5.0,303,72,test
Albite,5.0,303,73,test
Albite,5.0,303,74,test
Albite,5.0,303,75,test
Albite,5.0,303,76,test
Albite,5.0,303,77,test
Albite,5.0,303,78,test
Albite,5.0,303,79,test
Albite,5.0,303,80,test
Albite,5.0,303,81,test
Albite,5.0,303,82,test
Albite,5.0,303,83,test
Albite,5.0,303,84,test
Albite,5.0,303,85,test
Albite,5.0,303,86,test
Albite,5.0,303,87,test
Albite,5.0,303,88,test
Albite,5.0,303,89,test
Albite,5.0,303,90,test
Albite,5.0,303,91,test
Albite,5.0,303,92,test
Albite,5.0,303,93,test
Albite,5.0,303,94,test
Albite,5.0,303,95,test
Albite,5.0,303,96,test
Albite,5.0,303,97,test
Albite,5.0,303,98,test
Albite,5.0,303,99,test
Calcite,10.0,101,0,train
Calcite,10.0,101,1,train
Calcite,10.0,101,2,train
Calcite,10.0,101,3,train
Calcite,10.0,101,4,train
Calcite,10.0,101,5,train
Calcite,10.0,101,6,train
Calcite,10.0,101,7,train
Calcite,10.0,101,8,train
Calcite,10.0,101,9,train
Calcite,10.0,101,10,train
Calcite,10.0,101,11,train
Calcite,10.0,101,12,train
Calcite,10.0,101,13,train
Calcite,10.0,101,14,train
Calcite,10.0,101,15,train
Calcite,10.0,101,16,train
Calcite,10.0,101,17,train
Calcite,10.0,101,18,train
Calcite,10.0,101,19,train
Calcite,10.0,101,20,train
Calcite,10.0,101,21,train
Calcite,10.0,101,22,train
Calcite,10.0,101,23,train
Calcite,10.0,101,24,train
Calcite,10.0,101,25,train
Calcite,10.0,101,26,train
Calcite,10.0,101,27,train
Calcite,10.0,101,28,train
Calcite,10.0,101,29,train
Calcite,10.0,101,30,train
Calcite,10.0,101,31,train
Calcite,10.0,101,32,train
Calcite,10.0,101,33,train
Calcite,10.0,101,34,train
Calcite,10.0,101,35,train
Calcite,10.0,101,36,train
Calcite,10.0,101,37,train
Calcite,10.0,101,38,train
Calcite,10.0,101,39,train
Calcite,10.0,101,40,train
Calcite,10.0,101,41,train
Calcite,10.0,101,42,train
Calcite,10.0,101,43,train
Calcite,10.0,101,44,train
Calcite,10.0,101,45,train
Calcite,10.0,101,46,train
Calcite,10.0,101,47,train
Calcite,10.0,101,48,train
Calcite,10.0,101,49,train
Calcite,10.0,101,50,train
Calcite,10.0,101,51,train
Calcite,10.0,101,52,train
Calcite,10.0,101,53,train
Calcite,10.0,101,54,train
Calcite,10.0,101,55,train
Calcite,10.0,101,56,train
Calcite,10.0,101,57,train
Calcite,10.0,101,58,train
Calcite,10.0,101,59,train
Calcite,10.0,101,60,train
Calcite,10.0,101,61,train
Calcite,10.0,101,62,train
Calcite,10.0,101,63,train
Calcite,10.0,101,64,train
Calcite,10.0,101,65,train
Calcite,10.0,101,66,train
Calcite,10.0,101,67,train
Calcite,10.0,101,68,train
Calcite,10.0,101,69,train
